regiao,modo,mapa,pick,picks,vitorias,win_rate
EMEA,heist,Bridge Too Far,PIERCE,10,4,40.0%
EMEA,heist,Bridge Too Far,SHADE,2,2,100.0%
EMEA,heist,Hot Potato,AMBER,1,1,100.0%
EMEA,heist,Hot Potato,BERRY,1,1,100.0%
EMEA,heist,Hot Potato,BIBI,4,2,50.0%
EMEA,heist,Hot Potato,BULL,3,1,33.3%
EMEA,heist,Hot Potato,BUZZ,1,0,0.0%
EMEA,heist,Hot Potato,CARL,2,0,0.0%
EMEA,heist,Hot Potato,CHUCK,3,0,0.0%
EMEA,heist,Hot Potato,COLT,9,3,33.3%
EMEA,heist,Hot Potato,CORDELIUS,4,0,0.0%
EMEA,heist,Hot Potato,CROW,5,4,80.0%
EMEA,heist,Hot Potato,EDGAR,4,2,50.0%
EMEA,heist,Hot Potato,EMZ,1,1,100.0%
EMEA,heist,Hot Potato,GLOWY,1,1,100.0%
EMEA,heist,Hot Potato,GRIFF,4,1,25.0%
EMEA,heist,Hot Potato,HANK,1,0,0.0%
EMEA,heist,Hot Potato,KAZE,11,5,45.5%
EMEA,heist,Hot Potato,LILY,5,4,80.0%
EMEA,heist,Hot Potato,LOU,3,2,66.7%
EMEA,heist,Hot Potato,LUMI,7,3,42.9%
EMEA,heist,Hot Potato,MEEPLE,1,1,100.0%
EMEA,heist,Hot Potato,MELODIE,5,2,40.0%
EMEA,heist,Hot Potato,MICO,1,1,100.0%
EMEA,heist,Hot Potato,NAJIA,1,0,0.0%
EMEA,heist,Hot Potato,NITA,3,3,100.0%
EMEA,heist,Hot Potato,OTIS,5,3,60.0%
EMEA,heist,Hot Potato,PIERCE,1,0,0.0%
EMEA,heist,Hot Potato,RICO,6,3,50.0%
EMEA,heist,Hot Potato,RUFFS,3,3,100.0%
EMEA,heist,Hot Potato,SHADE,2,2,100.0%
EMEA,heist,Hot Potato,SIRIUS,4,2,50.0%
EMEA,heist,Kaboom Canyon,BYRON,1,1,100.0%
EMEA,heist,Kaboom Canyon,FINX,1,1,100.0%
EMEA,heist,Kaboom Canyon,LILY,1,0,0.0%
EMEA,heist,Kaboom Canyon,MELODIE,1,1,100.0%
EMEA,heist,Kaboom Canyon,OTIS,1,0,0.0%
EMEA,heist,Kaboom Canyon,PIERCE,1,0,0.0%
EMEA,heist,Safe Zone,8-BIT,6,3,50.0%
EMEA,heist,Safe Zone,AMBER,1,1,100.0%
EMEA,heist,Safe Zone,ANGELO,3,1,33.3%
EMEA,heist,Safe Zone,BEA,2,2,100.0%
EMEA,heist,Safe Zone,BELLE,4,3,75.0%
EMEA,heist,Safe Zone,BERRY,5,2,40.0%
EMEA,heist,Safe Zone,BO,1,0,0.0%
EMEA,heist,Safe Zone,BROCK,4,2,50.0%
EMEA,heist,Safe Zone,BULL,1,1,100.0%
EMEA,heist,Safe Zone,BYRON,3,1,33.3%
EMEA,heist,Safe Zone,CARL,2,0,0.0%
EMEA,heist,Safe Zone,CHARLIE,1,0,0.0%
EMEA,heist,Safe Zone,COLETTE,1,1,100.0%
EMEA,heist,Safe Zone,COLT,11,9,81.8%
EMEA,heist,Safe Zone,CROW,3,2,66.7%
EMEA,heist,Safe Zone,DARRYL,1,0,0.0%
EMEA,heist,Safe Zone,EDGAR,2,2,100.0%
EMEA,heist,Safe Zone,EVE,3,2,66.7%
EMEA,heist,Safe Zone,FINX,2,1,50.0%
EMEA,heist,Safe Zone,GIGI,1,0,0.0%
EMEA,heist,Safe Zone,GRIFF,1,1,100.0%
EMEA,heist,Safe Zone,KAZE,7,3,42.9%
EMEA,heist,Safe Zone,LOLA,1,1,100.0%
EMEA,heist,Safe Zone,MELODIE,5,2,40.0%
EMEA,heist,Safe Zone,MICO,1,1,100.0%
EMEA,heist,Safe Zone,NAJIA,4,1,25.0%
EMEA,heist,Safe Zone,NANI,2,2,100.0%
EMEA,heist,Safe Zone,OTIS,6,2,33.3%
EMEA,heist,Safe Zone,PENNY,8,2,25.0%
EMEA,heist,Safe Zone,PIERCE,5,2,40.0%
EMEA,heist,Safe Zone,R-T,1,0,0.0%
EMEA,heist,Safe Zone,RUFFS,2,1,50.0%
EMEA,heist,Safe Zone,SHADE,2,0,0.0%
EMEA,hotZone,Dueling Beetles,ALLI,1,1,100.0%
EMEA,hotZone,Dueling Beetles,BARLEY,2,2,100.0%
EMEA,hotZone,Dueling Beetles,BO,1,1,100.0%
EMEA,hotZone,Dueling Beetles,BROCK,1,1,100.0%
EMEA,hotZone,Dueling Beetles,BYRON,4,2,50.0%
EMEA,hotZone,Dueling Beetles,CHARLIE,1,1,100.0%
EMEA,hotZone,Dueling Beetles,CHESTER,8,2,25.0%
EMEA,hotZone,Dueling Beetles,COLETTE,2,0,0.0%
EMEA,hotZone,Dueling Beetles,CROW,8,4,50.0%
EMEA,hotZone,Dueling Beetles,DRACO,2,1,50.0%
EMEA,hotZone,Dueling Beetles,EDGAR,5,1,20.0%
EMEA,hotZone,Dueling Beetles,EMZ,1,0,0.0%
EMEA,hotZone,Dueling Beetles,FANG,1,1,100.0%
EMEA,hotZone,Dueling Beetles,FINX,8,4,50.0%
EMEA,hotZone,Dueling Beetles,GALE,1,0,0.0%
EMEA,hotZone,Dueling Beetles,GRAY,4,3,75.0%
EMEA,hotZone,Dueling Beetles,GRIFF,5,4,80.0%
EMEA,hotZone,Dueling Beetles,KAZE,2,0,0.0%
EMEA,hotZone,Dueling Beetles,KENJI,5,3,60.0%
EMEA,hotZone,Dueling Beetles,LEON,7,5,71.4%
EMEA,hotZone,Dueling Beetles,LOU,3,2,66.7%
EMEA,hotZone,Dueling Beetles,LUMI,9,5,55.6%
EMEA,hotZone,Dueling Beetles,MEEPLE,11,6,54.5%
EMEA,hotZone,Dueling Beetles,MINA,7,5,71.4%
EMEA,hotZone,Dueling Beetles,MORTIS,3,2,66.7%
EMEA,hotZone,Dueling Beetles,NAJIA,1,0,0.0%
EMEA,hotZone,Dueling Beetles,OTIS,6,4,66.7%
EMEA,hotZone,Dueling Beetles,PAM,5,2,40.0%
EMEA,hotZone,Dueling Beetles,PENNY,6,2,33.3%
EMEA,hotZone,Dueling Beetles,PIERCE,9,3,33.3%
EMEA,hotZone,Dueling Beetles,POCO,5,1,20.0%
EMEA,hotZone,Dueling Beetles,RUFFS,3,1,33.3%
EMEA,hotZone,Dueling Beetles,SHADE,1,0,0.0%
EMEA,hotZone,Dueling Beetles,SIRIUS,2,2,100.0%
EMEA,hotZone,Dueling Beetles,SQUEAK,1,1,100.0%
EMEA,hotZone,Dueling Beetles,STU,9,3,33.3%
EMEA,hotZone,Fishing Bed,CORDELIUS,1,0,0.0%
EMEA,hotZone,Fishing Bed,DAMIAN,3,3,100.0%
EMEA,hotZone,Fishing Bed,TARA,2,0,0.0%
EMEA,hotZone,In the Liminal,EDGAR,1,0,0.0%
EMEA,hotZone,In the Liminal,MORTIS,1,0,0.0%
EMEA,hotZone,Open Business,AMBER,1,0,0.0%
EMEA,hotZone,Open Business,BYRON,1,1,100.0%
EMEA,hotZone,Open Business,CHARLIE,1,1,100.0%
EMEA,hotZone,Open Business,CHESTER,3,3,100.0%
EMEA,hotZone,Open Business,CROW,2,1,50.0%
EMEA,hotZone,Open Business,DAMIAN,1,1,100.0%
EMEA,hotZone,Open Business,EDGAR,1,1,100.0%
EMEA,hotZone,Open Business,EMZ,4,3,75.0%
EMEA,hotZone,Open Business,FINX,3,3,100.0%
EMEA,hotZone,Open Business,GLOWY,1,0,0.0%
EMEA,hotZone,Open Business,GRAY,3,2,66.7%
EMEA,hotZone,Open Business,GRIFF,5,4,80.0%
EMEA,hotZone,Open Business,HANK,1,0,0.0%
EMEA,hotZone,Open Business,KAZE,1,0,0.0%
EMEA,hotZone,Open Business,KENJI,3,2,66.7%
EMEA,hotZone,Open Business,LOU,6,2,33.3%
EMEA,hotZone,Open Business,LUMI,9,4,44.4%
EMEA,hotZone,Open Business,MEEPLE,3,0,0.0%
EMEA,hotZone,Open Business,MINA,5,1,20.0%
EMEA,hotZone,Open Business,MORTIS,3,1,33.3%
EMEA,hotZone,Open Business,NITA,1,0,0.0%
EMEA,hotZone,Open Business,OTIS,1,0,0.0%
EMEA,hotZone,Open Business,PENNY,1,1,100.0%
EMEA,hotZone,Open Business,PIERCE,3,3,100.0%
EMEA,hotZone,Open Business,POCO,1,1,100.0%
EMEA,hotZone,Open Business,RUFFS,5,1,20.0%
EMEA,hotZone,Open Business,SHADE,3,0,0.0%
EMEA,hotZone,Open Business,SIRIUS,3,2,66.7%
EMEA,hotZone,Open Business,STU,6,3,50.0%
EMEA,hotZone,Open Business,ZIGGY,3,1,33.3%
EMEA,hotZone,Ring of Fire,8-BIT,2,0,0.0%
EMEA,hotZone,Ring of Fire,ALLI,3,1,33.3%
EMEA,hotZone,Ring of Fire,AMBER,3,1,33.3%
EMEA,hotZone,Ring of Fire,BARLEY,4,0,0.0%
EMEA,hotZone,Ring of Fire,BIBI,3,0,0.0%
EMEA,hotZone,Ring of Fire,BO,4,3,75.0%
EMEA,hotZone,Ring of Fire,BULL,3,1,33.3%
EMEA,hotZone,Ring of Fire,BUSTER,3,3,100.0%
EMEA,hotZone,Ring of Fire,BYRON,3,2,66.7%
EMEA,hotZone,Ring of Fire,CHARLIE,3,2,66.7%
EMEA,hotZone,Ring of Fire,CHESTER,4,2,50.0%
EMEA,hotZone,Ring of Fire,CHUCK,2,1,50.0%
EMEA,hotZone,Ring of Fire,CLANCY,5,5,100.0%
EMEA,hotZone,Ring of Fire,COLETTE,5,5,100.0%
EMEA,hotZone,Ring of Fire,CROW,1,0,0.0%
EMEA,hotZone,Ring of Fire,DRACO,6,6,100.0%
EMEA,hotZone,Ring of Fire,EDGAR,11,7,63.6%
EMEA,hotZone,Ring of Fire,EMZ,2,0,0.0%
EMEA,hotZone,Ring of Fire,EVE,3,0,0.0%
EMEA,hotZone,Ring of Fire,FANG,5,0,0.0%
EMEA,hotZone,Ring of Fire,FINX,14,9,64.3%
EMEA,hotZone,Ring of Fire,FRANK,3,0,0.0%
EMEA,hotZone,Ring of Fire,GIGI,3,0,0.0%
EMEA,hotZone,Ring of Fire,GLOWY,1,1,100.0%
EMEA,hotZone,Ring of Fire,GRAY,1,0,0.0%
EMEA,hotZone,Ring of Fire,GRIFF,6,3,50.0%
EMEA,hotZone,Ring of Fire,HANK,3,0,0.0%
EMEA,hotZone,Ring of Fire,JUJU,3,3,100.0%
EMEA,hotZone,Ring of Fire,KAZE,3,0,0.0%
EMEA,hotZone,Ring of Fire,KENJI,2,2,100.0%
EMEA,hotZone,Ring of Fire,KIT,3,0,0.0%
EMEA,hotZone,Ring of Fire,LEON,2,1,50.0%
EMEA,hotZone,Ring of Fire,LILY,7,3,42.9%
EMEA,hotZone,Ring of Fire,LOLA,6,2,33.3%
EMEA,hotZone,Ring of Fire,LOU,4,0,0.0%
EMEA,hotZone,Ring of Fire,LUMI,7,3,42.9%
EMEA,hotZone,Ring of Fire,MAISIE,1,0,0.0%
EMEA,hotZone,Ring of Fire,MANDY,3,3,100.0%
EMEA,hotZone,Ring of Fire,MAX,3,3,100.0%
EMEA,hotZone,Ring of Fire,MEEPLE,5,2,40.0%
EMEA,hotZone,Ring of Fire,MEG,3,3,100.0%
EMEA,hotZone,Ring of Fire,MICO,3,0,0.0%
EMEA,hotZone,Ring of Fire,MINA,9,4,44.4%
EMEA,hotZone,Ring of Fire,MORTIS,12,8,66.7%
EMEA,hotZone,Ring of Fire,NAJIA,8,7,87.5%
EMEA,hotZone,Ring of Fire,NANI,3,3,100.0%
EMEA,hotZone,Ring of Fire,NITA,3,3,100.0%
EMEA,hotZone,Ring of Fire,OTIS,1,0,0.0%
EMEA,hotZone,Ring of Fire,PAM,7,6,85.7%
EMEA,hotZone,Ring of Fire,PENNY,3,2,66.7%
EMEA,hotZone,Ring of Fire,PIERCE,8,5,62.5%
EMEA,hotZone,Ring of Fire,PIPER,3,3,100.0%
EMEA,hotZone,Ring of Fire,POCO,8,3,37.5%
EMEA,hotZone,Ring of Fire,RUFFS,7,5,71.4%
EMEA,hotZone,Ring of Fire,SANDY,3,0,0.0%
EMEA,hotZone,Ring of Fire,SHELLY,3,0,0.0%
EMEA,hotZone,Ring of Fire,SIRIUS,7,1,14.3%
EMEA,hotZone,Ring of Fire,SPROUT,10,4,40.0%
EMEA,hotZone,Ring of Fire,SQUEAK,3,3,100.0%
EMEA,hotZone,Ring of Fire,STU,6,5,83.3%
EMEA,hotZone,Ring of Fire,TARA,3,0,0.0%
EMEA,hotZone,Ring of Fire,TICK,3,3,100.0%
EMEA,hotZone,Ring of Fire,TRUNK,5,0,0.0%
EMEA,hotZone,Ring of Fire,ZIGGY,4,0,0.0%
EMEA,knockout,Belle's Rock,ANGELO,4,3,75.0%
EMEA,knockout,Belle's Rock,BELLE,3,3,100.0%
EMEA,knockout,Belle's Rock,BROCK,13,5,38.5%
EMEA,knockout,Belle's Rock,BUSTER,1,0,0.0%
EMEA,knockout,Belle's Rock,BYRON,11,5,45.5%
EMEA,knockout,Belle's Rock,CHARLIE,4,1,25.0%
EMEA,knockout,Belle's Rock,COLETTE,2,2,100.0%
EMEA,knockout,Belle's Rock,COLT,1,0,0.0%
EMEA,knockout,Belle's Rock,EDGAR,3,2,66.7%
EMEA,knockout,Belle's Rock,FANG,2,2,100.0%
EMEA,knockout,Belle's Rock,FINX,1,1,100.0%
EMEA,knockout,Belle's Rock,GENE,7,3,42.9%
EMEA,knockout,Belle's Rock,GRAY,2,1,50.0%
EMEA,knockout,Belle's Rock,GRIFF,1,1,100.0%
EMEA,knockout,Belle's Rock,GUS,1,1,100.0%
EMEA,knockout,Belle's Rock,JAE-YONG,3,1,33.3%
EMEA,knockout,Belle's Rock,KIT,2,0,0.0%
EMEA,knockout,Belle's Rock,LEON,7,3,42.9%
EMEA,knockout,Belle's Rock,MAISIE,3,0,0.0%
EMEA,knockout,Belle's Rock,MEEPLE,1,1,100.0%
EMEA,knockout,Belle's Rock,MINA,7,4,57.1%
EMEA,knockout,Belle's Rock,MORTIS,5,1,20.0%
EMEA,knockout,Belle's Rock,NAJIA,2,1,50.0%
EMEA,knockout,Belle's Rock,NANI,3,1,33.3%
EMEA,knockout,Belle's Rock,OLLIE,1,1,100.0%
EMEA,knockout,Belle's Rock,PIERCE,8,3,37.5%
EMEA,knockout,Belle's Rock,PIPER,1,1,100.0%
EMEA,knockout,Belle's Rock,R-T,7,4,57.1%
EMEA,knockout,Belle's Rock,RICO,10,4,40.0%
EMEA,knockout,Belle's Rock,RUFFS,4,3,75.0%
EMEA,knockout,Belle's Rock,SIRIUS,1,1,100.0%
EMEA,knockout,Belle's Rock,SPROUT,3,2,66.7%
EMEA,knockout,Belle's Rock,TICK,1,1,100.0%
EMEA,knockout,Belle's Rock,ZIGGY,1,1,100.0%
EMEA,knockout,Goldarm Gulch,ANGELO,5,2,40.0%
EMEA,knockout,Goldarm Gulch,BELLE,4,2,50.0%
EMEA,knockout,Goldarm Gulch,BROCK,7,4,57.1%
EMEA,knockout,Goldarm Gulch,BYRON,1,0,0.0%
EMEA,knockout,Goldarm Gulch,CHARLIE,1,0,0.0%
EMEA,knockout,Goldarm Gulch,COLETTE,1,1,100.0%
EMEA,knockout,Goldarm Gulch,CROW,1,0,0.0%
EMEA,knockout,Goldarm Gulch,DARRYL,2,1,50.0%
EMEA,knockout,Goldarm Gulch,FANG,2,0,0.0%
EMEA,knockout,Goldarm Gulch,GENE,3,3,100.0%
EMEA,knockout,Goldarm Gulch,GRAY,1,1,100.0%
EMEA,knockout,Goldarm Gulch,GRIFF,1,0,0.0%
EMEA,knockout,Goldarm Gulch,GUS,1,1,100.0%
EMEA,knockout,Goldarm Gulch,JAE-YONG,2,0,0.0%
EMEA,knockout,Goldarm Gulch,LEON,4,2,50.0%
EMEA,knockout,Goldarm Gulch,MANDY,1,1,100.0%
EMEA,knockout,Goldarm Gulch,MAX,1,1,100.0%
EMEA,knockout,Goldarm Gulch,MEEPLE,3,1,33.3%
EMEA,knockout,Goldarm Gulch,MINA,1,1,100.0%
EMEA,knockout,Goldarm Gulch,MORTIS,4,3,75.0%
EMEA,knockout,Goldarm Gulch,NANI,1,0,0.0%
EMEA,knockout,Goldarm Gulch,OLLIE,6,3,50.0%
EMEA,knockout,Goldarm Gulch,PEARL,2,1,50.0%
EMEA,knockout,Goldarm Gulch,PIERCE,5,2,40.0%
EMEA,knockout,Goldarm Gulch,PIPER,2,1,50.0%
EMEA,knockout,Goldarm Gulch,R-T,7,4,57.1%
EMEA,knockout,Goldarm Gulch,RICO,1,1,100.0%
EMEA,knockout,Goldarm Gulch,RUFFS,2,1,50.0%
EMEA,knockout,Goldarm Gulch,SHADE,1,0,0.0%
EMEA,knockout,Goldarm Gulch,SIRIUS,2,1,50.0%
EMEA,knockout,Goldarm Gulch,SPIKE,2,0,0.0%
EMEA,knockout,Goldarm Gulch,SPROUT,1,1,100.0%
EMEA,knockout,Goldarm Gulch,SQUEAK,1,1,100.0%
EMEA,knockout,Goldarm Gulch,TICK,3,1,33.3%
EMEA,knockout,Goldarm Gulch,ZIGGY,2,1,50.0%
EMEA,knockout,New Horizons,ANGELO,1,1,100.0%
EMEA,knockout,New Horizons,BULL,1,1,100.0%
EMEA,knockout,New Horizons,BUSTER,1,1,100.0%
EMEA,knockout,New Horizons,BYRON,2,1,50.0%
EMEA,knockout,New Horizons,CHARLIE,1,1,100.0%
EMEA,knockout,New Horizons,COLETTE,1,0,0.0%
EMEA,knockout,New Horizons,JAE-YONG,1,0,0.0%
EMEA,knockout,New Horizons,KIT,2,0,0.0%
EMEA,knockout,New Horizons,MORTIS,1,0,0.0%
EMEA,knockout,New Horizons,RUFFS,1,1,100.0%
EMEA,knockout,Out in the Open,ANGELO,2,1,50.0%
EMEA,knockout,Out in the Open,BELLE,1,0,0.0%
EMEA,knockout,Out in the Open,BO,1,1,100.0%
EMEA,knockout,Out in the Open,BROCK,4,2,50.0%
EMEA,knockout,Out in the Open,BYRON,4,4,100.0%
EMEA,knockout,Out in the Open,CARL,3,3,100.0%
EMEA,knockout,Out in the Open,CHARLIE,1,0,0.0%
EMEA,knockout,Out in the Open,COLETTE,4,2,50.0%
EMEA,knockout,Out in the Open,CROW,3,0,0.0%
EMEA,knockout,Out in the Open,DOUG,1,1,100.0%
EMEA,knockout,Out in the Open,EVE,4,1,25.0%
EMEA,knockout,Out in the Open,FANG,1,0,0.0%
EMEA,knockout,Out in the Open,FINX,2,2,100.0%
EMEA,knockout,Out in the Open,GENE,1,1,100.0%
EMEA,knockout,Out in the Open,GRIFF,1,0,0.0%
EMEA,knockout,Out in the Open,GUS,6,5,83.3%
EMEA,knockout,Out in the Open,JAE-YONG,5,1,20.0%
EMEA,knockout,Out in the Open,JANET,1,1,100.0%
EMEA,knockout,Out in the Open,KIT,4,3,75.0%
EMEA,knockout,Out in the Open,LEON,2,2,100.0%
EMEA,knockout,Out in the Open,MAX,2,1,50.0%
EMEA,knockout,Out in the Open,MEEPLE,6,0,0.0%
EMEA,knockout,Out in the Open,MINA,2,1,50.0%
EMEA,knockout,Out in the Open,MORTIS,1,1,100.0%
EMEA,knockout,Out in the Open,NAJIA,1,1,100.0%
EMEA,knockout,Out in the Open,NANI,1,0,0.0%
EMEA,knockout,Out in the Open,OLLIE,3,0,0.0%
EMEA,knockout,Out in the Open,PEARL,6,4,66.7%
EMEA,knockout,Out in the Open,PIERCE,3,0,0.0%
EMEA,knockout,Out in the Open,PIPER,1,0,0.0%
EMEA,knockout,Out in the Open,R-T,2,2,100.0%
EMEA,knockout,Out in the Open,RUFFS,4,2,50.0%
EMEA,knockout,Out in the Open,TICK,1,0,0.0%
EMEA,volleyBrawl,Power Alley,BONNIE,1,0,0.0%
EMEA,volleyBrawl,Power Alley,CARL,1,1,100.0%
EMEA,volleyBrawl,Power Alley,CHARLIE,1,1,100.0%
EMEA,volleyBrawl,Power Alley,CHESTER,1,1,100.0%
EMEA,volleyBrawl,Power Alley,COLETTE,1,1,100.0%
EMEA,volleyBrawl,Power Alley,CORDELIUS,1,1,100.0%
EMEA,volleyBrawl,Power Alley,CROW,4,2,50.0%
EMEA,volleyBrawl,Power Alley,DAMIAN,3,0,0.0%
EMEA,volleyBrawl,Power Alley,EDGAR,2,0,0.0%
EMEA,volleyBrawl,Power Alley,EL PRIMO,1,0,0.0%
EMEA,volleyBrawl,Power Alley,EMZ,1,1,100.0%
EMEA,volleyBrawl,Power Alley,GALE,2,1,50.0%
EMEA,volleyBrawl,Power Alley,GUS,1,0,0.0%
EMEA,volleyBrawl,Power Alley,KAZE,2,2,100.0%
EMEA,volleyBrawl,Power Alley,KENJI,2,1,50.0%
EMEA,volleyBrawl,Power Alley,LUMI,5,3,60.0%
EMEA,volleyBrawl,Power Alley,MAISIE,2,2,100.0%
EMEA,volleyBrawl,Power Alley,MEEPLE,2,0,0.0%
EMEA,volleyBrawl,Power Alley,MINA,1,0,0.0%
EMEA,volleyBrawl,Power Alley,MORTIS,1,1,100.0%
EMEA,volleyBrawl,Power Alley,OTIS,2,1,50.0%
EMEA,volleyBrawl,Power Alley,PIERCE,1,1,100.0%
EMEA,volleyBrawl,Power Alley,SIRIUS,1,0,0.0%
EMEA,volleyBrawl,Power Alley,STU,2,0,0.0%
EMEA,volleyBrawl,Power Alley,SURGE,1,1,100.0%
NA,bounty,Dry Season,BYRON,2,2,100.0%
NA,bounty,Dry Season,COLETTE,2,1,50.0%
NA,bounty,Dry Season,COLT,1,0,0.0%
NA,bounty,Dry Season,GENE,1,0,0.0%
NA,bounty,Dry Season,GRAY,1,0,0.0%
NA,bounty,Dry Season,GUS,1,1,100.0%
NA,bounty,Dry Season,JANET,1,1,100.0%
NA,bounty,Dry Season,LEON,2,0,0.0%
NA,bounty,Dry Season,MORTIS,1,1,100.0%
NA,bounty,Hideout,BELLE,6,3,50.0%
NA,bounty,Hideout,BO,1,1,100.0%
NA,bounty,Hideout,BROCK,3,0,0.0%
NA,bounty,Hideout,BYRON,2,2,100.0%
NA,bounty,Hideout,CHARLIE,3,2,66.7%
NA,bounty,Hideout,COLETTE,3,0,0.0%
NA,bounty,Hideout,CROW,3,3,100.0%
NA,bounty,Hideout,FANG,1,1,100.0%
NA,bounty,Hideout,FRANK,1,1,100.0%
NA,bounty,Hideout,GENE,9,6,66.7%
NA,bounty,Hideout,GRIFF,1,1,100.0%
NA,bounty,Hideout,GUS,2,2,100.0%
NA,bounty,Hideout,JAE-YONG,2,1,50.0%
NA,bounty,Hideout,KAZE,4,2,50.0%
NA,bounty,Hideout,KENJI,1,0,0.0%
NA,bounty,Hideout,LEON,1,1,100.0%
NA,bounty,Hideout,LUMI,1,1,100.0%
NA,bounty,Hideout,MAX,2,2,100.0%
NA,bounty,Hideout,MEEPLE,1,0,0.0%
NA,bounty,Hideout,MELODIE,1,0,0.0%
NA,bounty,Hideout,MINA,6,4,66.7%
NA,bounty,Hideout,MORTIS,3,1,33.3%
NA,bounty,Hideout,NANI,3,2,66.7%
NA,bounty,Hideout,OLLIE,2,0,0.0%
NA,bounty,Hideout,PENNY,2,1,50.0%
NA,bounty,Hideout,PIERCE,7,1,14.3%
NA,bounty,Hideout,R-T,1,0,0.0%
NA,bounty,Hideout,RUFFS,5,0,0.0%
NA,bounty,Hideout,SIRIUS,1,1,100.0%
NA,bounty,Hit and Run,COLETTE,1,0,0.0%
NA,bounty,Hit and Run,CROW,1,0,0.0%
NA,bounty,Hit and Run,FINX,1,1,100.0%
NA,bounty,Hit and Run,GENE,1,0,0.0%
NA,bounty,Hit and Run,MANDY,1,1,100.0%
NA,bounty,Hit and Run,OTIS,1,1,100.0%
NA,bounty,Layer Cake,ALLI,1,1,100.0%
NA,bounty,Layer Cake,BELLE,2,1,50.0%
NA,bounty,Layer Cake,BROCK,1,0,0.0%
NA,bounty,Layer Cake,CARL,2,1,50.0%
NA,bounty,Layer Cake,CHESTER,1,0,0.0%
NA,bounty,Layer Cake,COLETTE,1,1,100.0%
NA,bounty,Layer Cake,CROW,1,0,0.0%
NA,bounty,Layer Cake,EDGAR,1,1,100.0%
NA,bounty,Layer Cake,FANG,2,1,50.0%
NA,bounty,Layer Cake,GENE,3,2,66.7%
NA,bounty,Layer Cake,KAZE,2,1,50.0%
NA,bounty,Layer Cake,KENJI,2,0,0.0%
NA,bounty,Layer Cake,KIT,2,1,50.0%
NA,bounty,Layer Cake,LEON,2,1,50.0%
NA,bounty,Layer Cake,LUMI,1,0,0.0%
NA,bounty,Layer Cake,MEEPLE,5,2,40.0%
NA,bounty,Layer Cake,MORTIS,1,1,100.0%
NA,bounty,Layer Cake,PENNY,3,3,100.0%
NA,bounty,Layer Cake,PIERCE,3,0,0.0%
NA,bounty,Layer Cake,R-T,1,1,100.0%
NA,bounty,Layer Cake,RICO,1,1,100.0%
NA,bounty,Layer Cake,RUFFS,1,1,100.0%
NA,bounty,Layer Cake,SHADE,1,0,0.0%
NA,bounty,Layer Cake,SIRIUS,2,1,50.0%
NA,bounty,Layer Cake,SQUEAK,2,1,50.0%
NA,bounty,Layer Cake,STU,4,2,50.0%
NA,bounty,Shooting Star,ALLI,1,0,0.0%
NA,bounty,Shooting Star,ANGELO,2,1,50.0%
NA,bounty,Shooting Star,BELLE,4,3,75.0%
NA,bounty,Shooting Star,BYRON,1,0,0.0%
NA,bounty,Shooting Star,COLETTE,5,2,40.0%
NA,bounty,Shooting Star,CROW,1,0,0.0%
NA,bounty,Shooting Star,EVE,1,1,100.0%
NA,bounty,Shooting Star,FANG,1,0,0.0%
NA,bounty,Shooting Star,GENE,3,1,33.3%
NA,bounty,Shooting Star,GUS,1,1,100.0%
NA,bounty,Shooting Star,KAZE,3,1,33.3%
NA,bounty,Shooting Star,LEON,1,1,100.0%
NA,bounty,Shooting Star,LOLA,2,1,50.0%
NA,bounty,Shooting Star,MANDY,1,0,0.0%
NA,bounty,Shooting Star,MINA,1,1,100.0%
NA,bounty,Shooting Star,MORTIS,1,1,100.0%
NA,bounty,Shooting Star,NAJIA,1,1,100.0%
NA,bounty,Shooting Star,NANI,1,1,100.0%
NA,bounty,Shooting Star,PENNY,1,1,100.0%
NA,bounty,Shooting Star,PIERCE,1,0,0.0%
NA,bounty,Shooting Star,PIPER,2,1,50.0%
NA,bounty,Shooting Star,SPROUT,1,0,0.0%
NA,brawlBall,Pinhole Punt,ALLI,1,1,100.0%
NA,brawlBall,Pinhole Punt,BUSTER,1,0,0.0%
NA,brawlBall,Pinhole Punt,CHESTER,2,0,0.0%
NA,brawlBall,Pinhole Punt,COLT,1,0,0.0%
NA,brawlBall,Pinhole Punt,CROW,1,1,100.0%
NA,brawlBall,Pinhole Punt,EDGAR,1,1,100.0%
NA,brawlBall,Pinhole Punt,EMZ,1,1,100.0%
NA,brawlBall,Pinhole Punt,FANG,2,0,0.0%
NA,brawlBall,Pinhole Punt,LEON,1,0,0.0%
NA,brawlBall,Pinhole Punt,MINA,1,1,100.0%
NA,brawlBall,Pinhole Punt,MORTIS,1,1,100.0%
NA,brawlBall,Pinhole Punt,NAJIA,2,1,50.0%
NA,brawlBall,Pinhole Punt,OTIS,3,1,33.3%
NA,brawlBall,Pinhole Punt,PIERCE,1,0,0.0%
NA,brawlBall,Pinhole Punt,RUFFS,2,1,50.0%
NA,brawlBall,Pinhole Punt,STU,3,3,100.0%
NA,brawlBall,Sneaky Fields,ALLI,2,2,100.0%
NA,brawlBall,Sneaky Fields,BIBI,1,0,0.0%
NA,brawlBall,Sneaky Fields,BULL,6,4,66.7%
NA,brawlBall,Sneaky Fields,CHARLIE,2,1,50.0%
NA,brawlBall,Sneaky Fields,CHESTER,6,4,66.7%
NA,brawlBall,Sneaky Fields,COLETTE,2,0,0.0%
